penalty,max_iter,random_state,n_jobs,n_samples,n_features,n_classes,n_clusters_per_class,n_informative,flip_y,scale,time,n1,WithFeature,featureInfo,WithInfo,Withflip,total clusters,clusterInfo,All,AllDjob,AllDDjob,AllwithFlip,AllwithClass m1,flipwithcluster,WithfeatureInfo,m1flip,WithfeatureInfoMflip,WithfeatureInfoDjob,x2,m1flipDjob,final
elasticnet,297,536,2,412,123,2,5,10,0.0177707234,15050772,0.154122591,137808,12950384,1230,1378080,2448.94785,10,100,1695038400,847519200,423759600,15061029.28,339007680,0.177707234,169503840,6024411.712,3012205.856,84751920,42375960,3012205.856,169503840
none,655,420,8,127,139,2,4,6,0.06389932383,2890678.75,0.02268052101,109385,15204515,834,656310,6989.627537,8,48,729816720,91227090,11403386.25,5829349.366,182454180,0.5111945906,91227090,11658698.73,5829349.366,11403386.25,1425423.281,1457337.341,22806772.5
l1,517,963,4,870,123,9,3,10,0.07932899254,124479382.5,1.905080318,449790,73315770,1230,4497900,35681.38755,27,270,14937525900,3734381475,933595368.8,296244720.2,4979175300,2.141882799,553241700,394992960.2,43888106.69,138310425,34577606.25,98748240.06,1244793825
l1,973,184,2,321,390,2,3,9,0.05791242996,121809870,0.680450201,312333,121809870,3510,2810997,18087.96299,6,54,6577732980,3288866490,1644433245,190466250.2,2192577660,0.3474745798,1096288830,126977500.2,63488750.08,548144415,274072207.5,63488750.08,1096288830
none,671,512,8,435,122,6,3,9,0.07533406921,26707477.5,0.3034543991,291885,187390170,5778,2626965,21988.88479,18,122,30357207540,3794650943,474331367.8,285866496.7,10119069180,1.356013246,1686511530,762310657.9,127051776.3,210813941.3,26351742.66,95288832.24,1264883648
none,413,624,4,709,751,7,2,8,0.09187132123,384834742.3,0.6037831306,292817,219905567,6008,2342536,26901.48467,14,112,24629423504,6157355876,1539338969,565684419.6,12314711752,1.286198497,1759244536,1131368839,161624119.9,439811134,109952783.5,282842209.8,3078677938
elasticnet,858,318,8,248,531,4,3,7,0.04955833233,56494152,0.9042201042,212784,112988304,3717,1489488,10545.22019,12,84,9491017536,1186377192,148297149,58794875.15,3163672512,0.594699988,790918128,156786333.7,39196583.43,98864766,12358095.75,19598291.72,395459064
none,121,661,1,120,912,8,2,9,0.00337065148,105937920,0.1781840324,19360,17733760,8244,174240,65.25581265,12,144,1915246080,1915246080,1915246080,6455627.034,1276830720,0.04044781776,159603840,4303751.356,537968.9195,159603840,159603840,4303751.356,1276830720
elasticnet,404,632,2,553,619,8,2,10,0.06073212439,553168112,3.908815861,223412,138292028,6190,2234120,13568.28537,12,120,16595043360,8297521680,4148760840,503926118.8,11063362240,0.7287854927,1382920280,671901491.7,83987686.47,691460140,345730070,335950745.9,5531681120
l1,182,492,8,415,486,10,3,8,0.04906598632,45884475,0.5052785873,75530,36707580,3888,604240,3705.953947,30,240,8809819200,1101227400,137653425,54032808.54,2936606400,1.47197959,293660640,144087489.4,14408748.94,36707580,4588447.5,18010936.18,367075800
l2,565,338,8,796,687,10,2,7,0.07566003739,386214225,0.9050705433,449740,308971380,4809,3148180,34027.34522,20,140,43255993200,5406999150,675874893.8,409093757.9,21627996600,1.513200748,2162799660,1636375031,163637503.1,270349957.5,33793744.69,204546878.9,2703499575
none,993,573,8,517,206,4,4,8,0.01991217925,52878243,0.303614378,513381,105751286,1128,4107048,10222.5345,12,128,6949125216,868640652,108580081.5,17296528.37,2316375072,0.238946151,579093768,46124075.64,11531018.91,72386721,9048340.125,5765509.455,289546884
elasticnet,889,294,12,753,981,7,3,9,0.09957851415,383073878.3,5.212220379,669417,656698077,8829,6024753,66659.55021,21,189,124115936553,10342994713,861916226.1,1029940045,41371978851,2.091148797,5910282693,4119760181,588537168.8,492523557.8,41043629.81,343313348.5,3447664904
l1,769,150,12,434,256,3,3,10,0.08717678926,21359744,0.6065852122,333746,85438976,2560,3337460,29094.90471,9,90,7689507840,640792320,53399360,55862217.04,2563169280,0.7845911033,854389760,223448868.2,74482956.05,71199146.67,5933262.222,18620739.01,213597440
elasticnet,887,93,1,413,147,7,5,11,0.006877505677,376954599,2.631711245,366331,53850657,1217,4029121,2519.443532,35,385,15603868945,15603868945,15603868945,107315697.3,3120773789,0.2407126987,445824827,21463139.45,3066162.779,445824827,445824827,21463139.45,3120773789
l2,138,179,8,753,299,3,2,5,0.04120058214,11651357.25,0.1026117802,103914,31070286,1495,519570,4281.317292,6,30,932108580,116513572.5,14564196.56,4800427.014,466054290,0.2472034928,155351430,19201708.06,6400569.352,19418928.75,2427366.094,2400213.507,58256786.25
l1,158,731,2,172,750,10,3,8,0.09343035911,101910000,0.7028243542,27176,20382000,6000,217408,2539.063439,30,240,4891680000,2445840000,1222920000,228515709.5,1630560000,2.802910773,163056000,152343806.4,15234380.64,81528000,40764000,76171903.18,815280000
l2,170,249,12,571,505,8,2,10,0.03823447853,32680233.33,0.1075806618,97070,49020350,5050,970700,3711.420831,12,120,5882442000,490203500,40850291.67,18742675.2,3921628000,0.4588137424,490203500,149941401.6,18742675.2,40850291.67,3404190.972,12495116.8,326802333.3
l1,250,655,8,444,327,8,2,9,0.05703349614,36297000,0.4035403728,111000,36297000,2943,999000,6330.718072,12,144,3920076000,490009500,61251187.5,27946954.93,2613384000,0.6844019537,326673000,149050426.3,18631303.28,40834125,5104265.625,18631303.28,326673000
elasticnet,886,342,1,963,537,9,2,11,0.07827908586,4123602594,26.91261172,853218,458178066,5907,9385398,66789.12508,18,198,90719257068,90719257068,90719257068,7101420513,45359628534,1.409023545,5039958726,3550710257,394523361.8,5039958726,5039958726,3550710257,45359628534
l1,442,852,4,639,199,2,2,7,0.0305582338,28102581,0.3322458267,282438,56205122,1393,1977066,8630.806438,4,28,1573744536,393436134,98359033.5,12022713.37,786872268,0.1222329352,393436134,24045426.74,12022713.37,98359033.5,24589758.38,6011356.684,196718067
